videopath,neg_caption,entailment
msr-vtt_TrainValVideo_video6202,A woman is talking to the camera after recording herself,0.0017013549804687
k600_val_P14z0ZcKpFA_000003_000013,"A baby is on the floor trying very hard to reach and get an object, then they get the object",0.00592041015625
msr-vtt_TrainValVideo_video1430,someone is writing a letter of some sort,0.65234375
k600_val_UMghPUGzn44_000008_000018,People gather around the track as sled dogs are prepped for a large race in Idaho and then the race begins,0.0010299682617187
k600_val_qthQrhrMfVg_000046_000056,A man is running on a treadmill in a gym while his trainer encourages him to stop running,0.0003795623779296
k600_val_xDd6uIBeMEA_000001_000011,A room of people punching forward as they exercise followed by an introduction to a TV station,0.0203857421875
k600_val_qtiUt7pElF8_000004_000014,A son wishes his father happy birthday before he blows out the candles,0.0015029907226562
tempo_videos_4021,"Dog stops after it barks at lawn mower, then it moves",0.0011672973632812
k600_val_UTLyX6FsLFo_000003_000013,A sporty girl kicks balla ball as she plays basketball.,0.62109375
k600_val_RlqgMXoc22Q_000083_000093,a man is at a petting zoo feeding a bird for the first time.,0.65234375
k600_val_4IsT9eOyZE8_000000_000010,A large group of young men catch balls with nets and then run around,0.003173828125
k600_val_fIpUvHPWyOU_000012_000022,A man is taking a photograph of people who are not eating at tables.,0.119140625
k600_val_HCKpMfnxRGc_000004_000014,A person sings a song and then plays a keyboard,0.0003795623779296
tempo_videos_9650,a woman is taking a picture then a person with red sleeves is sitting with someone with an umbrella,0.5625
k600_val_uGUh26JkVJg_000006_000016,A person takes a bunch of logos and starts to put them together to make a mess.,0.02294921875
k600_val_LAqoiO1Gahc_000011_000021,Someone talks about other wood stuff and tools and then hammers a nail into wood,0.0021820068359375
k600_val_msM89IKC3dc_000004_000014,Toddler is trying to play basketball with the family.,0.9140625
msr-vtt_TrainValVideo_video2012,a commercial showing a women trying on shoes and an offer for a home improvement bonus card before the women tries on the shoes,0.0015029907226562
msr-vtt_TrainValVideo_video1306,some kids play at a ping pong table,0.09521484375
msr-vtt_TrainValVideo_video1571,a video slideshow narrated by a person on his cell phone,0.34765625
k600_val_E-NFIf-cUYg_000264_000274,A girl stands in the bathroom and wipes her face with a towel before rubbing her face with her hands,0.00592041015625
k600_val_oQ3h5EF8TZc_000016_000026,A woman is clipping a dog's claws while another woman holds the dog from moving.,0.93359375
msr-vtt_TrainValVideo_video2891,some guy s are dancing together and then singing a song,0.1484375
tempo_videos_12448,a man is using a phone,0.94140625
msr-vtt_TrainValVideo_video5802,a boy walking into a garage as the man ask if the small truck were the boy and the boy answered no,0.2451171875
k600_val_S72rhDECjqg_000088_000098,A lady is relaxing on the floor while a black dong is dancing to an exotic music,0.09521484375
msr-vtt_TrainValVideo_video5292,black man pulling out a drawer of medication cuts to white male with brown hair and glass writing at a table,0.59375
k600_val_EYKcpyWRtyY_000000_000010,A child releases a bowling ball to a lane as music plays in the background and then carries the bowling ball,0.0004310607910156
k600_val_khoHrQXFvAM_000009_000019,A man scrapes the ground with a trowel at a construction site in Jamaica State Park.,0.62109375
msr-vtt_TrainValVideo_video5615,football player misses an easy touchdown,0.5
msr-vtt_TrainValVideo_video4574,all persons are watching  ruby game on stadium,0.65234375
tempo_videos_991,child hits the drims then adult taps drums,0.62109375
tempo_videos_406,the tree is moved hard by a sharp breeze before the white light flashes in the sky,0.3203125
k600_val_S47k3jJS4ew_000110_000120,A woman eats fruit from different trees in an orchard.,0.53125
k600_val_i2QB90R48RU_000205_000215,Two shirtless men standoff playing rock paper scissors before they draw another man raises the winner's arm,0.3203125
k600_val_YSxN58jcRKI_000003_000013,A four man bob sledge team jump aboard the vehicle before they launch themselves from the starting position,0.015869140625
k600_val_5GXEjJjgGcc_000058_000068,A woman and a man are walking through a door when the man gets hit by the door,0.0673828125
msr-vtt_TrainValVideo_video2574,a woman is talking about how black cats are not very evil over video of cats being evil,0.2451171875
k600_val_ZTx4JsDltbQ_000016_000026,The little girl is holding a piece of food that the goat is telling her to give to the adult,0.010986328125
k600_val_QTuSXrQbLzA_000059_000069,A man carried a bike over the bridge to the path between the snow and then rode the bike,0.09521484375
k600_val_K0RAdmpnfuc_000109_000119,a woman is touching her hair,0.8671875
k600_val_owYBZ8Forjk_000067_000077,A female is covering an indoor wall with some kind of green mixture before she speaks,0.0015029907226562
k600_val_CoCW9QR4BSk_000064_000074,A girl throws a ball at the ground on a sunny day while people cheer her on and then people start to leave,0.0019378662109375
k600_val_EILr0LNw0Mg_000036_000046,A man possibly an animal trainer is riding a very large dog.,0.77734375
k600_val_M0KmYXvJeQw_000117_000127,A man is blowing into a tuba.,0.34765625
k600_val_9g2McbQJQJY_000017_000027,a video of a man stretching on a concrete floor after he's about to run,0.376953125
tempo_videos_6546,after the boy stops he throws the ball again,0.59375
msr-vtt_TrainValVideo_video2714,a man riding on a yellow float in the water advertises a travel site before other swimmers enjoy the water,0.033203125
k600_val_CK9pliGQiOs_000219_000229,A belly dancer dances to music as people stop to watch her.,0.9140625
k600_val_t-WVr5Mw210_000039_000049,A toddler is talking while an adult holds a garden hose,0.005218505859375
msr-vtt_TrainValVideo_video2367,a person is standing in a chair,0.62109375
msr-vtt_TrainValVideo_video3438,Music is heard after a person jumps on a trampoline,0.0011672973632812
msr-vtt_TrainValVideo_video2191,a man talks about a rise in full time work during economic crisis,0.376953125
msr-vtt_TrainValVideo_video2612,bunch of cartoon characters fighting to each other on screen,0.94140625
k600_val_HOowDO2XIqk_000000_000010,A young girl is walking through the house pushing a floor cleaner broom.,0.77734375
k600_val_bRSqP8oONMY_000001_000011,a man and a woman playing tennis at home.,0.26953125
k600_val_MC6ocz6ruNw_000002_000012,A newswoman speaks in a foreign language toward the audience,0.70703125
tempo_videos_3773,The water is shown in frame after a water and light show begins,0.0021820068359375
msr-vtt_TrainValVideo_video3946,a man describes adds the water to a pot of pasta he is cooking,0.62109375
k600_val_M9NORCUCrtE_000003_000013,"A woman tells a young boy to clap his hands and he claps his hands, then she claps her hands in response",0.09521484375
k600_val_ee6nRkt3sF4_000133_000143,A man sits on an alligator and talks to unseen people before holding its mouth open,0.0013275146484375
k600_val_OpzftHaatzI_000246_000256,A woman and a girl carve various faces into the sides of hollow pumpkins using spoons.,0.5
k600_val_leVVgTOdE2E_000035_000045,A man with a paint ball gun fires a few bursts of ammo before breaking his cover,0.00592041015625
k600_val_2h6TP9qapTE_000053_000063,A group of people are roasting marshmallows on sticks and then talking,0.0009117126464843
k600_val_KrhZULmd18g_000032_000042,A man sharpens a knife with the stone before talking about how he is going to sharpen a knife with the stone,0.0004310607910156
k600_val_t2WJSycuzkg_000067_000077,A man dives into a pool before throwing an object into it,0.0010299682617187
k600_val_4ViiHWQC1zk_000008_000018,"An advertisement for detergent, interjected with a teen messing with a plate in his kitchen after he eats a meal",0.0006256103515625
k600_val_QzTjbjRdBBg_000005_000015,A baby reaches for the camera before her mother says she started sticking her tongue out,0.0028076171875
k600_val_xiQ25sjvHWc_000035_000045,"Someone is cutting the apple into different pieces, and then they peel the last parts of the apple",0.010986328125
k600_val_8lm4KEUOOHk_000000_000010,A man standing near a corridor wall and does some work on a computer,0.004058837890625
msr-vtt_TrainValVideo_video4063,vegetables are baked deeply in the container,0.1826171875
k600_val_jeBl-qCXz5M_000013_000023,A lady on a trapeze dropped a man on the bouncy net and then held the man,0.0028076171875
msr-vtt_TrainValVideo_video3598,Small girl is singing and judges and audience enjoying by clapping and then sings a song,0.0005531311035156
k600_val_zfbMh9Gucq0_000003_000013,A guy fell to the ground and then ran to kick a punching bag,0.004058837890625
k600_val_aYEqNT7zbuU_000040_000050,"A man is talking and a woman is making a basket using straws, then the woman making the basket begins to talk",0.00592041015625
k600_val_sqBAk5oyjeU_000007_000017,Sleigh dogs start to run and then wait a countdown,0.006683349609375
msr-vtt_TrainValVideo_video3079,a man plays the guitar after singing,0.09521484375
k600_val_lW9IhCEuVBo_000241_000251,A horse is jumping through an obstacle course with Star Wars music in the background.,0.376953125
msr-vtt_TrainValVideo_video5011,a woman does cartwheels on a trampoline,0.90625
k600_val_UxzaTduWE9c_000000_000010,A man is kicking another man over and then he yells in the snow,0.0015029907226562
msr-vtt_TrainValVideo_video2440,A woman describes it in voice-over before applying bizarre halloween makeup while dancing,0.0002613067626953
msr-vtt_TrainValVideo_video6219,person is repairing the broken parts of a car in the garage,0.89453125
k600_val_V91EGAtkS8o_000003_000013,A toddler makes a shot at a goal and it goes in after the ball bounces off the goal post,0.00592041015625
k600_val_1EVpjfsm0Vc_000017_000027,A teenager is walking beside his friend while his friend pushes a car that's in neutral,0.06005859375
k600_val_gRWuPY9z12g_000039_000049,A boy is shown in a pool swimming in a lane in a pool while people are cheering him on to win the race after he wins the race,0.0001583099365234
k600_val_ctZnWhHfuhM_000057_000067,A young man hits it with a cricket bat and then throws rocks to another man,0.010986328125
msr-vtt_TrainValVideo_video2728,a group of people are throwing a ball into a net before running around a court,0.005218505859375
k600_val_SK9XaE4D-Lc_000038_000048,A group of children in a park are finding eggs in an egg hunt and then running around,0.0005531311035156
k600_val_NDbwGGW77pQ_000006_000016,"A woman playfully pushes a man in an electric wheelchair away, and then he drives slowly into her",0.0028076171875
k600_val_iMPdEou1J7g_000076_000086,A jet ski is leading another jet ski during a very choppy waters.,0.87890625
msr-vtt_TrainValVideo_video851,a young kid hides their new toy,0.1064453125
k600_val_uL1L9ocKCHM_000094_000104,A young girl has a bandaged ripped off of her by a man.,0.59375
k600_val_piWyhxLHVyA_000157_000167,"A large gathering of people, all seated, and placing their bids before they listen to an auctioneer",0.0005531311035156
msr-vtt_TrainValVideo_video3260,the man had an american accent,0.1826171875
k600_val_1UWjGm15AuE_000004_000014,The kids are hitting a bump and coming to a stop before going downhill on a sled,0.0021820068359375
k600_val_bk5EoSdiZXs_000001_000011,A child is urging an adult to blow a purple balloon,0.0673828125
tempo_videos_2184,a man gestures and points after the camera pans right,0.59375
k600_val_7ot8nGyVrSM_000004_000014,A man jumps a hill on a snow mobile before he rides it really fast,0.00048828125
tempo_videos_2355,a dog runs out the water before a person appears on the left,0.59375
k600_val_5A0H9eXwemQ_000055_000065,A little boy is looking at a finished snowman before it cuts to him rolling a ball of snow,0.002471923828125
k600_val_vhEYKnDIrYE_000009_000019,Five persons in a gym watch another person running and jumping hurdles,0.2021484375
k600_val_dK8V0bB-m18_000000_000010,"A small child leaves a dust mop on the floor, and then moves it to clean",0.003173828125
k600_val_ykMqPdIjfxY_000026_000036,"A young boy runs past some goats,  around a chicken and thenwalks toward some more goats.",0.73046875
k600_val_qqJisE6m6XI_000000_000010,A man wearing a harness jumps from the roof of a structure then hits the ground before hanging in mid air,0.0021820068359375
msr-vtt_TrainValVideo_video3431,a few strange human relationships are shown in the video,0.012451171875
k600_val_GqSVrVCoh54_000001_000011,A young woman is demonstrating how she turns a peeled pinapple into fruit-art at a indoor fruit stand.,0.65234375
k600_val_tM5ycZJzQlw_000021_000031,A watermelon is eaten by a male leaning over a really low table.,0.5625
k600_val_lY8z3zpUtes_000001_000011,A little boy with black top and black cap is putting his Christmas present wrapping paper on,0.46875
msr-vtt_TrainValVideo_video651,in the kitchen  mum video tapes her daughter explaining  a shrimp reciepe,0.8515625
k600_val_e9uK5NIR8z4_000003_000013,a man is sitting on a bench reading a newspaper,0.0849609375
msr-vtt_TrainValVideo_video1853,little girl with an apron on her head dancing with toys,0.8515625
k600_val_nEomGihKPkU_000015_000025,Two men are playing a violin and a cello in a large room to an audience before the audience leaves,0.004608154296875
msr-vtt_TrainValVideo_video285,A man raps a comedy song in a music video before he makes a music video,0.0001792907714843
k600_val_KhncoTehUh4_000303_000313,A group of girl cheerleaders do a group performance to silence.,0.0849609375
msr-vtt_TrainValVideo_video2213,both persons are watching,0.75390625
k600_val_hRa4hhmx8EA_000055_000065,A young boy is talking in the background while someone is trying to whistle while in a vehicle,0.00592041015625
tempo_videos_2770,The rock stays there and then falls on a man,0.0017013549804687
k600_val_lbMhI7UCCG8_000029_000039,Children in a swim meet compete doing the breaststroke while a crowd encourages them then they compete doing the butterfly stroke,0.0002956390380859
tempo_videos_939,The camera moves to the man in a black shirt and then the laptop is on the table,0.0008049011230468
k600_val_ZuJnwwGDyEE_000208_000218,A TV controller is demonstrated and how to use it after a man explains the instrument,0.0028076171875
msr-vtt_TrainValVideo_video1377,a group of men work on a project,0.93359375
k600_val_PI2Mlpb7-F0_000111_000121,A man and a little girl are swimming together while an upbeat pop song plays.,0.87890625
k600_val_s4psKlLgjnE_000011_000021,A girl rubbed the body of a goat and then walked to a sheep to rub the body too,0.65234375
k600_val_VeyyaGDPQ5k_000056_000066,People do back flips off of various walkways and concrete steps before doing forward flips,0.002471923828125
msr-vtt_TrainValVideo_video1279,a boy plays guitar seated on couch and then hangs a picture on wall,0.77734375
msr-vtt_TrainValVideo_video3032,a man and woman wear clothes in a pool,0.02294921875
k600_val_6bwkUwMT87E_000003_000013,A person takes a sip of Vitamin water and then opens a bottle,0.0035858154296875
msr-vtt_TrainValVideo_video3497,a man is narrating a story,0.94140625
msr-vtt_TrainValVideo_video4688,some people are dancing and playing,0.87890625
k600_val_PnZ6n2AWUjY_000088_000098,A male child on a skateboard is boarding away from the base of the mountain to a chairlift line while many other skiiers and boarders are scattered about the area,0.04736328125
k600_val_qVhV3P17GVY_000603_000613,A man is working on a steel wheel to ensure it works properly before repairing it,0.0021820068359375
k600_val_dg2Ngxup1sU_000029_000039,"A mother is doing sneezes for her young baby to imitate with her, and then the baby does sneezes",0.0008049011230468
k600_val_CWR58F43-Mc_000022_000032,A little boy dances to music before standing on top of a bed,0.0010299682617187
k600_val_zPkFkNmIDSY_000069_000079,A group of three boys rollerskating at an indoor roller rink before they dance to music,0.0007095336914062
tempo_videos_10376,the clouds shift right after people are looking at the view.,0.65234375
tempo_videos_4331,the camera pans left after the man walks in front of the lens.,0.46875
k600_val_3iPdWYlNe7o_001563_001573,"A man in a suit is eating at dinner table, he then shows his food to his friend.",0.62109375
k600_val_7NJZExZLoJQ_000078_000088,A baby is walking and kicking a ball before a woman and man cheer it on,0.0015029907226562
k600_val_ATdZsuVa9ss_000136_000146,A man break dancing with other men.,0.953125
k600_val_uvsjCiCNZi4_000045_000055,A guy plays some jazz riffs on an electric guitar.,0.5625
k600_val_wnakXRhlaps_000077_000087,A man tosses a frisbee on the grass and then picks it out of a muddy pond,0.0179443359375
k600_val_AdwwgnYhbu4_000022_000032,A toddler girl is eating an apple on the floor.,0.46875
k600_val_6EZ4WLso6nc_000016_000026,A mother is helping to decorate the Christmas tree while a child is taking a video,0.0849609375
k600_val_DahRSOcVLRY_000150_000160,"In a studio, foreign women in colorful outfits are singing along to music.",0.4375
k600_val_3hAAkDhHS8w_000024_000034,A little girl is using a chip to dip into nachos and feeds her dog,0.26953125
k600_val_qaEwI-jJ0CI_000000_000010,A man hits a target and then throws a large sledgehammer at it,0.0015029907226562
k600_val_PjJsbGKHPwY_000107_000117,Scuba divers are swimming along the ocean floor and then a shark is shown.,0.92578125
k600_val_CjmHU9vPwxI_000001_000011,a girl is throwing rocks in the air and into the ocean,0.77734375
k600_val_fW99-WDyT1c_000002_000012,A guys is trying to see how fast he can eat a large burger.,0.8515625
msr-vtt_TrainValVideo_video6421,a woman looking at herself in the mirror in a trailer park and a man hugging himself,0.53125
k600_val_bxDEkZybtjs_000078_000088,a man sitting at a table counting money after other sing and dance,0.07568359375
k600_val_xdYC2-249K8_000065_000075,a woman is showing how to put red hair dye on your face if any drips onto it while applying to your hair,0.62109375
k600_val_HeXpjkVqYvg_000000_000010,"People are playing baseball at a baseball field and a strike is thrown, and then they run to first base",0.09521484375
tempo_videos_4422,a man is walking in a circle,0.5625
k600_val_CFpHqwGvdrg_000000_000010,Several water jet skis are stopping in a water course.,0.0260009765625
k600_val_vBMVElFzyE0_000220_000230,"Five men are holding handles which are pulling women over water, a number of woman are standing on their shoulder holding similar handles",0.3203125
msr-vtt_TrainValVideo_video4012,A group of men stream star wars battlefront before they play,0.00048828125
k600_val_t6cToIQurTk_000003_000013,A car is driving on the road passing all the people on the road.,0.5
k600_val_nDlR90yHqPY_000112_000122,"A jet skier travels along water, with only their hand within view of the camera.",0.59375
tempo_videos_7795,the woman stops talking after a shadow enters into the frame.,0.796875
msr-vtt_TrainValVideo_video772,A man on a motorcycle pops a wheelie before spinning doughnuts in a parking lot,0.0019302368164062
k600_val_doNG28eRxhk_000023_000033,A man rips of a strip of yellow was from his friends leg after the person recording the video laughs,0.0179443359375
k600_val_lsJq8zx7cPs_000062_000072,A boy and a girl are at the front of a classroom and giving a math demonstration.,0.003173828125
msr-vtt_TrainValVideo_video5713,a k-pop band screams while fans sing and dances on stage,0.1640625
k600_val_Y-4yPCLViB4_000009_000019,The guy proposes to his girlfriend and she is sad,0.0179443359375
msr-vtt_TrainValVideo_video2477,a man speaks to a woman at his home,0.8515625
k600_val_53inCcl4-Fc_000001_000011,A half naked man dives into a pool of water and then he runs,0.0013275146484375
k600_val_MgJt3OTiGhg_000003_000013,The couple is having fun riding the horse in the desert.,0.053466796875
k600_val_7KfrFQ52WtI_000031_000041,A person is ripping a paper towel from a fresh new toilet roll.,0.77734375
msr-vtt_TrainValVideo_video6175,A man giving a review on a dish he is eating in a restaurant with his friend after he is done eating,0.0008049011230468
k600_val_6SnlJtTpkLA_000347_000357,A person is playing guitar to music in a band.,0.2451171875
msr-vtt_TrainValVideo_video6471,the players are walking so fast to win the first place,0.5625
k600_val_ibRyH1Q1bbo_000066_000076,A little boy is pushing someone while swinging on the swing,0.033203125
tempo_videos_1431,the camera pans right after woman and child walk past view,0.70703125
k600_val_p6snBEH3lJ0_000060_000070,"A group of people are in a bar gambling at a table, when two of the women give each other high fives, then they start gambling at a table",0.0001583099365234
k600_val_E238Ac6mrpY_000080_000090,A guy and girl dance the gamdun style dance in a living room as a little girl just dances.,0.5
msr-vtt_TrainValVideo_video4561,james harden passes the ball in a basketball game,0.75390625
msr-vtt_TrainValVideo_video3590,a young girl dancing on a foreign version of the show the voice,0.1328125
k600_val_b0z-rOhCf2w_000001_000011,A toddler bangs on a toy xylophone after a television plays in the background,0.0006256103515625
msr-vtt_TrainValVideo_video3006,the college campas all students are studying for the final exam,0.65234375
k600_val_gwEVTJ908SQ_000021_000031,A group of people are walking their bikes through the snowy woods.,0.3203125
k600_val_ErtSFRpSeDA_000088_000098,The man in green shirt is playing great music on the guitar .,0.0179443359375
k600_val_UuH4qX860IM_000151_000161,Someone says that he will put on a second coat of polish and then finishes polishing a shoe,0.0009117126464843
msr-vtt_TrainValVideo_video4640,a man and woman crying with each other and at the movie theature,0.07568359375
k600_val_LXKy7pDSX34_000023_000033,"In a gym, a woman says 'yeah' and then lifts weights",0.0010299682617187
k600_val_uDsffngTR-I_000065_000075,Skateboarders running away from the police on various obstacles in front of a crowd of people and music blaring in the background.,0.003173828125
k600_val_Fx8rJn8KRZM_000281_000291,Upbeat music plays while a bartender performs an act of pouring water into glasses.,0.376953125
k600_val_muD4owEuIxs_000010_000020,"The man is sitting on an elephant, and the elephant is riding him threw the forest.",0.22265625
k600_val_t4-dv6R6L2c_000011_000021,A woman is playing a guitar and singing on stage with a band of men after the band of men plays a song,0.000335693359375
k600_val_CcXpmyRQMOI_000000_000010,A little girl was landing on her butt and then jumped in a bouncy castle,0.003173828125
k600_val_4Raya03L2xU_000046_000056,A man is juggling torches for an audience while music is not playing.,0.003173828125
k600_val_eDvv7yTwFNU_000165_000175,A man is talking about the benefits his company has with the National Environmental Policy Act.,0.8671875
tempo_videos_3896,the man wearing glasses turns his head to the right just before turning his head to the left,0.22265625
msr-vtt_TrainValVideo_video4591,a blond woman with glasses is answering a man s question he s talking about teaching in the internet,0.53125
k600_val_Q6Pa4LpfK6Q_000004_000014,A young man is shot-putting while others are looking on and the wind is still,0.004058837890625
k600_val_gQK2cs6v9OQ_000045_000055,"A man is on an electric scooter, a cyclist crosses, a woman is running ahead.",0.376953125
k600_val_8EMK8AoG3h8_000012_000022,"A young woman in a bikini makes everyone laugh before jumping backwards off a slide into a pool, but falls instead",0.004608154296875
k600_val_hR--iDJcjgU_000069_000079,A man rides a two wheeled bike in the road while a little boy cheers him on,0.26953125
msr-vtt_TrainValVideo_video3182,a mother comforts and plays with her newborn child after leaving the hospital,0.26953125
msr-vtt_TrainValVideo_video3983,justin timberlake plays guitar for a crowd,0.8515625
k600_val_MMmejgavKLY_001459_001469,A skateboarder is being praised before doing his routine in front of an audience,0.0002956390380859
k600_val_MtnXBpMVKDs_000010_000020,A man with a leaf blower attempts to clear out fallen leaves in the air.,0.0849609375
msr-vtt_TrainValVideo_video2816,a man is directing a movie,0.62109375
k600_val_lb2nZOKWChc_000001_000011,A man drops the bar to the ground then deadlifts a large barbell,0.0013275146484375
k600_val_9oTEIzRdu0k_000017_000027,"In her room, a little girl begins playing an instrument then explains how to play an instrument",0.0015106201171875
k600_val_VepwfMW2NUE_000060_000070,A woman shaves her head before having a conversation with a man,0.0008049011230468
k600_val_-sf01vs2YMg_000146_000156,A man is breaking bricks and explaining the steps taken as he does.,0.8671875
k600_val_NmInR6zAwhE_000106_000116,A woman gives a tutorial on how to do a scalp massage on a dog,0.0028076171875
msr-vtt_TrainValVideo_video3509,couple visits germany and goes to the beach,0.5625
k600_val_wOgPUpQzPBI_000259_000269,"In a classroom, a man turns to a projection to narrate then writes a formula",0.0005531311035156
k600_val_YYMKSkbEhS4_000056_000066,A man is describing what the crew had to do that morning while someone else is cleaning the gutters on a roof,0.0027923583984375
k600_val_DQm0Fz7MUtM_000002_000012,"a video of a laid baby, a kid is talking to the person from the background",0.81640625
msr-vtt_TrainValVideo_video5775,a man is selling a new hondas features,0.3203125
k600_val_oVkHiocntlM_000006_000016,A man holding the camera hits a man that does a hammer throw,0.037353515625
tempo_videos_5184,the camera zooms to the adult's face then a baby's face enters the frame.,0.75390625
k600_val_nJsVBPjmnDs_000022_000032,A baby enjoys an icecream bar that his father holds while the mother films and laughs.,0.53125
k600_val_fVhsSFkwRJA_000000_000010,A woman is whistling with some skill to a pop song that is most recognisable.,0.73046875
tempo_videos_7330,people are sitting in the water before a black fence comes into view.,0.59375
msr-vtt_TrainValVideo_video1394,a girl is practicing yoga,0.376953125
k600_val_--SOz3xjWfA_000037_000047,A young girl tries to play the piano and sing while on her sofa.,0.037353515625
k600_val_5EjxKtj6trY_000006_000016,An old man seated is watching a woman play the piano,0.029296875
k600_val_FBOLbjD7cLM_000128_000138,A young woman pierces a piece of cloth over the stick as other people stand by then puts a stick in ground,0.009765625
k600_val_wlP3MfA0zlo_000032_000042,A teenage boy shaves his leg hair with an electric trimmer after his friends laugh,0.0006256103515625
msr-vtt_TrainValVideo_video14,a ghost is comforting a group of people,0.1328125
k600_val_fn8bBb0gTkw_000063_000073,A man and cat are laying on a bed and the man is feeding the cat while music plays.,0.06005859375
msr-vtt_TrainValVideo_video1666,a man is learning types of coding formats,0.376953125
msr-vtt_TrainValVideo_video5922,A guy in glasses is talking to people and then sitting,0.0004310607910156
k600_val_vGUUKLY2vJw_000031_000041,Two people are texting back and forth about one of them not having texting capacity and then they are not texting back and forth,5.14984130859375e-05
tempo_videos_11056,"a red object on the right , moves toward , after the skeleton quickly goes into the clock",0.5625
tempo_videos_10911,a person is on the microphone and then someone else comes down.,0.5625
k600_val_bPyOvFUyNbo_000009_000019,A boy with blonde hair is playing hopscotch at the park.,0.294921875
msr-vtt_TrainValVideo_video4341,a man is playing a video game before commentating,0.005218505859375
k600_val_R8CmUVjUbrY_000145_000155,"A man holds a parachute in the air and stands on the top of a mountain, then jumps on a snowboard",0.0179443359375
msr-vtt_TrainValVideo_video2304,a woman in the kitchen eating churro ice cream sandwiches,0.010986328125
k600_val_A1DOLsw1QYs_000056_000066,A man is cleaning off the bottom and sides of his shoes.,0.796875
k600_val_BAL7gr2Nqks_000004_000014,A man is showing a golf course and then he throws a golf ball.,0.037353515625
k600_val_P0hQUySz4WU_000054_000064,A tutorial of a man shuffles cards before describing how to cut or shuffle cards,0.0011749267578125
tempo_videos_2251,The robot moves in a circle before the robots begin moving,0.0019302368164062
tempo_videos_771,the man backs off after the other dances,0.65234375
k600_val_C-AOi2aAPvc_000041_000051,"A performer juggles many balls at once in the street while people watch and cheer, then people stop watching and cheer",0.0002613067626953
k600_val_6dpwZiDudtM_000119_000129,A bald head man was applying the wax on his face by holding the hands the lady was speaking to him,0.81640625
k600_val_pfvt6iYSXXw_000764_000774,Someone is doing some down-hill skiing out in the woods.,0.6796875
msr-vtt_TrainValVideo_video6152,A chef is showing how to cook a dish using vegetables and there is a guest and host watching him cook after asking him questions,0.0010299682617187
k600_val_FMeBI97BUFA_001090_001100,A group of people at a auction and they are all buying the item,0.004608154296875
k600_val_-o14DWqqMIY_000051_000061,A young man films while someone jogs slowly along on a hiking trail,0.0260009765625
k600_val_-VdLmYXkJG0_000038_000048,Several gymnasts are performing their routine on the large mat as the audience cheers in the background.,0.8359375
k600_val_sEENChh3zno_000000_000010,A woman in a kids tv show is washing dishes in a sink.,0.89453125
k600_val_-Ptrh9RtQRs_000054_000064,A boy returns the out and then hits a ball with a rugby bat,0.0010299682617187
k600_val_6eLgrVW6Yoc_000018_000028,A child dressed in white breaks a wooden board in half and then punches it,0.0035858154296875
k600_val_qvGHyauVi4k_000031_000041,A man telling how to put the tie around your neck and than untie a knot,0.1826171875
k600_val_VdpVZIrUIzQ_000005_000015,A young girl walks away from her room as shes yelling at her dad then she cries,0.0017013549804687
k600_val_YLVZShRe1P8_000004_000014,Someone drives the machinery off the flatbed truck and then removes the securing rope,0.00592041015625
msr-vtt_TrainValVideo_video3899,a person is watching a product on screen,0.037353515625
k600_val_czo5ibhEAEU_000029_000039,A person weaves fabric using a large machine after talking to someone else,0.0002956390380859
k600_val_BC8gRenEZ9Y_000514_000524,People are decorating a Christmas cake together in a room.,0.93359375
msr-vtt_TrainValVideo_video1512,A program host cuts some vegetables while the other man asks the guests in a tv show about their experience of buying at farmers market,0.0849609375
msr-vtt_TrainValVideo_video4895,a man talking of something about the tennis,0.8515625
k600_val_6qHa-mSVa1U_000064_000074,A group of young men play lacrosse while the coach looks happy.,0.294921875
msr-vtt_TrainValVideo_video4594,a prehistoric bird runs away and then attacks a prehistoric hyena,0.037353515625
k600_val_Lfgn3yOs4ZU_000093_000103,A person draws dinosaur character in wood with pencil.,0.34765625
msr-vtt_TrainValVideo_video221,a drummer describes how he is trying to earn money for a new car,0.02294921875
k600_val_SJrYL-FSOV8_000048_000058,A man plays a guitar while sitting on a deck overlooking the street.,0.1064453125
msr-vtt_TrainValVideo_video1005,men are talking about politics,0.2021484375
tempo_videos_2952,"first the camera pans over to a blue wall, then it shows asian characters and people near a ramp.",0.408203125
msr-vtt_TrainValVideo_video2943,a woman is running in the woods,0.65234375
msr-vtt_TrainValVideo_video366,a woman eats some food for a recipe,0.5625
k600_val_yhg-IlXcVrE_000111_000121,A bass player plays along with a metronome before giving an instruction on how to play along with a metronome,0.0005531311035156
msr-vtt_TrainValVideo_video736,A woman is setting a fire in a comedy sketch before apologizing for it,0.0021820068359375
msr-vtt_TrainValVideo_video2810,little hamster successfully reaches the peak of his play set to reggae beats after a brief struggle to climb,0.796875
k600_val_4Dk4fkE7XAQ_000445_000455,A woman gives a tutorial on how to bead a heart using legos.,0.015869140625
tempo_videos_4084,the camera pans left to the bear on the road then pans more left to the road with onlookers,0.59375
k600_val_-zA6BKg9ni4_000001_000011,A young man is running the hurdles on a track after others look on and are talking,0.0008049011230468
k600_val_ZR1fxdkIInY_000002_000012,Two men are on stage and one is beat boxing on the mic in front of a crowd before the other man gets on stage,0.0017013549804687
k600_val_iYNYo6n5slE_000213_000223,A man in a suit uses a dispenser to make a hot cup of coffee while people chat and then people chat,0.0005531311035156
